都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,,2018.01.14修正
福岡県,"筑後市,",固定資産,"カラー撮影,同時調整,ディジタルオルソ","10000,,2500,,2500","41.9KM2,179point,41.9KM2",助言H22.8.90074福岡県　　筑後市,国際航業(株),"H22.7.12
H23.3.31",,
福岡県,"福智町,",砂防計画,数値図化,2500,11.6KM2,助言H22.8.130078福岡県　田川県土整備事務所,大成ジオテック(株),"H22.6.17
H23.3.15",,
福岡県,"飯塚市,",経営体育成基盤整備事業,基準点,３級,4point,助言H22.8.240091福岡県飯塚農林事務所,"福岡県土地改良事業団体
連合会","H22.8.20
H23.3.18",,
福岡県,"北九州市,",都市計画,"数値図化,数値図修正,既成図数値化","2500,,2500,,2500","1.4KM2,2.3KM2,55.9KM2",助言H22.9.290139福岡県　　北九州市,(株)パスコ,"H22.9.29
H22.12.28",,
福岡県,"小竹町,",砂防計画,"数値図化,ディジタルオルソ,数値図修正","2500,,2500,,2500","3.1KM2,3.1KM2,3.1KM2",助言H22.10.10146福岡県　直方県土整備事務所,(株)アジア建設コンサルタン,"H22.9.28
H23.3.18",,
福岡県,"鞍手町,",砂防計画,"数値図化,ディジタルオルソ,数値図修正","2500,,2500,,2500","5.6KM2,5.6KM2,5.6KM2",助言H22.10.50150福岡県　直方県土整備事務所,(株)東光コンサルタンツ,"H22.9.28
H23.2.18",,
福岡県,"小竹町,",砂防計画,"数値図化,ディジタルオルソ,数値図修正","2500,,2500,,2500","3KM2,3KM2,3KM2",助言H22.10.50151福岡県　直方県土整備事務所,第一復建(株),"H22.9.28
H22.12.15",,
福岡県,"八女市,",県営経営体育成基盤整備事業における確定測量,"基準点,基準点","３級,,４級","13point,55point",助言H22.10.50148福岡県筑後川水系農地開発事務所,"福岡県土地改良事業団体
連合会","H22.10.1
H23.3.18",,
福岡県,"中間市,",都市計画,"数値図化,数値図修正,同時調整,ディジタルオルソ","1000,,2500,,1000,,2500","16KM2,16KM2,40point,16KM2",助言H22.10.200170福岡県　　中間市,国際航業(株),"H22.9.30
H23.3.31",,
福岡県,"八女市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","10.3KM2,10.3KM2",助言H22.10.200172福岡県　八女県土整備事務所,東亜建設技術(株),"H22.7.14
H23.3.15",,
福岡県,"みやこ町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","1.4KM2,1.4KM2",助言H22.10.220176福岡県　京築県土整備事務所,第一復建(株),"H22.6.18
H23.2.14",,
福岡県,"八女市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","9.7KM2,9.7KM2",助言H22.10.220175福岡県　八女県土整備事務所,いであ株式会社,"H22.7.13
H23.3.15",,
福岡県,"八女市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","8.2KM2,8.2KM2",助言H22.10.220178福岡県　八女県土整備事務所,(株)技術開発コンサルタント,"H22.7.10
H23.3.15",,
福岡県,"八女市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","13.2KM2,13.2KM2",助言H22.10.250180福岡県　八女県土整備事務所,アジア航測(株),"H22.7.10
H23.3.15",,
福岡県,"北九州市,",道路台帳,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法8cm,,500,,500","429KM2,429KM2,207.7KM2",助言H22.11.40191福岡県　　北九州市建設局,(株)パスコ,"H22.10.19
H23.3.31",,
福岡県,"北九州市,",ほ場整備,"カラー撮影,空三,数値図化","8000,,1000,,1000","2.7KM2,2point,0.2KM2",助言H22.11.40195福岡県　　北九州市産業経済局,(株)西日本測研社,"H22.10.4
H23.2.28",,
福岡県,"宗像市,",土地区画整理,"基準点,基準点,基準点","２級,,３級,,４級","1point,4point,91point",助言H22.11.240220宗像市くりえいと北土地区画整理組合,都市企画センター株式会社,"H22.11.24
H23.3.31",,
福岡県,"筑紫野市,",県営農地環境整備事業における確定測量（筑紫野市）,"基準点,基準点,基準点","２級,,３級,,４級","2point,16point,79point",助言H22.11.240221福岡県福岡農林事務所,"福岡県土地改良事業団体
連合会","H22.11.24
H23.3.18",,
福岡県,"田川市,",固定資産,ディジタルオルソ,2500,54.4KM2,助言H22.11.260224福岡県　　田川市,国際航業(株),"H22.11.24
H23.2.28",,
福岡県,"飯塚市,",砂防計画,数値図化,2500,3.2KM2,助言H22.12.60240福岡県　飯塚県土整備事務所,(株)高崎総合コンサルタント,"H22.6.17
H23.3.15",,
福岡県県境佐賀県,"久留米市,筑後市,大川市,みやま市,大木町,県境佐賀市,神埼市,吉野ヶ里町,上峰町,みやき町,",筑後平野地盤沈下調査,"水準,水準","１級,,２級","106km,136km",助言H22.12.100254九州地方整備局　筑後川河川事務所,"株式会社　親和コンサルタ
ント","H22.12.10
H23.3.10",,
福岡県,"福岡市,",道路計画,"カラー撮影,空三,数値図化,水準,基準点","4000,,500,,500,,簡級,,２級","5.2KM2,16point,0.5KM2,8km,1point",助言H22.12.130252福岡県　　福岡市,(株)ジオ,"H22.12.13
H23.3.25",,
福岡県,"大牟田市,",河川管理,"カラー撮影,空三,水準,数値図化","4000,,500,,簡級,,500","0.8KM2,25point,15km,0.8KM2",助言H23.1.190282福岡県　南筑後県土整備事務所,大成ジオテック(株),"H23.1.15
H23.3.15",,
福岡県,"嘉麻市,",道路台帳修正,"基準点,基準点","１級,,３級","4point,17point",助言H23.2.20296福岡県飯塚県土整備事務所,東亜建設技術株式会社,"H23.2.1
H23.3.18",,
福岡県,"八女市,",県営中山間地域農村活性化総合整備事業,基準点,２級,2point,助言H23.2.20299福岡県筑後農林事務所,"福岡県土地改良事業団体
連合会","H23.2.1
H23.3.28",,
福岡県,"大牟田市,",固定資産,"数値撮影,同時調整,ディジタルオルソ","10000,,1000,,1000","81.55KM2,395point,81.55KM2",助言H23.2.30305大牟田市,国際航業(株),"H22.12.1
H23.3.31",,
福岡県,"北九州市,",都市計画,"基準点,基準点,水準","１級,,３級,,３級","5point,11point,15km",助言H23.2.30311北九州市建設局,村井測量設計株式会社,"H23.2.3
H23.3.31",,
福岡県,"福岡市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","9.2KM2,9.2KM2",助言H23.2.70313福岡県福岡県土整備事務所,(株)パスコ,"H23.1.28
H23.3.15",,
福岡県,"福岡市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","8.2KM2,8.2KM2",助言H23.2.70314福岡県福岡県土整備事務所,(株)技術開発コンサルタント,"H23.1.28
H23.3.15",,
福岡県,"宗像市,",砂防計画,数値図化,2500,3.8KM2,助言H23.2.70317福岡県北九州県土整備事務所,写測エンジニアリング（株）,"H22.12.10
H23.3.30",,
福岡県,"福岡市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","7.85KM2,7.85KM2",助言H23.2.70318福岡県福岡県土整備事務所,第一復建(株),"H23.1.28
H23.3.15",,
福岡県,"福岡市,",道路台帳,"カラー撮影,既成図数値化,座標変換,数値図修正","4000,,500,,500,,500","4.23KM2,2point,2point,0.141KM2",助言H23.2.80324福岡県　　福岡市,九州地理情報(株),"H23.1.24
H23.3.31",,
福岡県,"飯塚市,",道路台帳,"基準点,基準点","１級,,３級","2point,10point",助言H23.2.210332福岡県飯塚県土整備事務所,江藤測量設計株式会社,"H23.2.21
H23.3.25",,
福岡県,"久留米市,",久留米市公共基準点設置,基準点,３級,97point,助言H23.2.210335久留米市,"平和総合コンサルタント株
式会社","H23.2.21
H23.3.22",,
福岡県,"大刀洗町,",固定資産,"カラー撮影,同時調整,ディジタルオルソ","8000,,1000,,1000","22.83KM2,243point,22.83KM2",助言H23.2.240337福岡県　　大刀洗町,国際航業(株),"H23.2.24
H23.5.31",,
福岡県,"久留米市,",久留米市公共基準点設置業務,基準点,３級,97point,助言H23.3.90349久留米市,東洋プランニング株式会社,"H23.3.9
H23.3.22",,
福岡県県境佐賀県県境熊本県,"福岡市,大野城市,春日市,筑紫野市,久留米市,筑後市,みやま市,大牟田市,県境鳥栖市,県境荒尾市,玉名市,熊本市,宇土市,八代市,",鉄道管理,"数値撮影,直接定位計算","地上画素寸法13cm,,その他","234KM2,234KM2",助言H23.3.140351独立行政法人　鉄道建設・運輸施設整備機構鉄道建設本部　九州新幹線建設局,アジア航測(株),"H23.3.14
H23.7.1",,
福岡県,"大牟田市,八女市,",森林計画,撮影,20000,664KM2,助言H23.3.290360福岡県,写測エンジニアリング（株）,"H23.4.1
H23.10.28",,
佐賀県,"武雄市,",砂防計画,数値図化,2500,7.3KM2,助言H22.4.23I0007佐賀県　武雄土木事務所,"中日本航空(株)
国際航業(株)
(株)間瀬コンサルタント","H22.4.1
H22.11.17",,
佐賀県,"佐賀市,",土地改良,"基準点,基準点,基準点","２級,,３級,,４級","4point,6point,48point",助言H22.5.18I0023佐賀市,"佐賀県土地改良事業団体
連合会","H22.5.18
H23.3.11",,
佐賀県,"神埼市,",固定資産,"数値撮影,ディジタルオルソ","地上画素寸法2500,,","280KM2,125KM2",助言H22.5.17I0018佐賀県　　神埼市,(株)パスコ,"H22.4.28
H22.12.24",,
佐賀県,"多久市,",造成計画,"基準点,基準点","３級,,４級","4point,56point",助言H22.6.3I0034多久市,"株式会社間瀬コンサルタン
ト　佐賀営業所","H22.6.3
H22.9.30",,
佐賀県,"佐賀市,",不動産登記法第14条地図作製,"基準点,基準点","３級,,４級","3point,231point",助言H22.6.15I0040佐賀地方法務局,有限会社田栗設計事務所,"H22.6.14
H23.3.31",,
佐賀県,"唐津市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","3.6KM2,3.6KM2",助言H22.8.6I0072佐賀県　唐津土木事務所,朝日航洋(株),"H22.7.28
H23.1.6",,
佐賀県,"唐津市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5.6KM2,5.6KM2",助言H22.8.6I0073佐賀県　唐津土木事務所,国際航業(株),"H22.8.2
H23.1.5",,
佐賀県,"武雄市,",鉄道建設,"基準点,基準点","３級,,４級","3point,15point",助言H22.9.13I0116独立行政法人　鉄道建設・運輸施設整備支援機構　鉄道建設本部九州新幹線建設局   ,(株)水野建設コンサルタント,"H22.8.25
H22.12.24",,
佐賀県,"みやき町,",基準点維持管理（平17九公第494号再設1点）,基準点,２級,1point,助言H22.10.19I0174佐賀県鳥栖土木事務所,"有限会社サクセスエンジニ
アリング","H22.10.19
H22.10.29",,
佐賀県,"嬉野市,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法20cm,,2500,,2500","126.5KM2,1335point,126.5KM2",助言H22.10.27I0185佐賀県　　嬉野市,(株)パスコ,"H22.4.8
H22.11.30",,
佐賀県,"江北町,",水路計画,基準点,２級,2point,助言H22.11.1I0192九州地方整備局　武雄河川事務,中央コンサルタンツ株式会,"H22.11.1
H22.11.30",,
佐賀県,"佐賀市,唐津市,",道路台帳附図作成,"基準点,基準点,水準,数値図化","２級,,３級,,３級,,500","5point,7point,2.4km,0.2KM2",助言H22.11.8I0204九州地方整備局　佐賀国道事務所,平和測量設計株式会社,"H22.11.8
H23.3.15",,
佐賀県,"鳥栖市,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法12cm,,1000,,1000","71.7KM2,698point,71.7KM2",助言H22.11.22I0218佐賀県　　鳥栖市,(株)パスコ,"H22.11.12
H23.2.28",,
佐賀県,"唐津市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","4.3KM2,4.3KM2",助言H22.12.2I0234佐賀県　唐津土木事務所,第一復建(株),"H22.9.29
H23.3.15",,
佐賀県,"多久市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","7.1KM2,7.1KM2",助言H22.12.6I0241佐賀県　佐賀土木事務所,国際航業(株),"H22.11.22
H23.3.15",,
佐賀県,"大町町,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法20cm,,2500,,2500","11.5KM2,80point,11.5KM2",助言H22.12.27I0266佐賀県　　大町町,(株)パスコ,"H22.12.8
H23.3.31",,
佐賀県,"佐賀市,",その他,"航空レーザ,航空レーザ","グラウンドデータ作成,,グリッドデータ作成","200.5KM2,200.5KM2",助言H23.1.26I0295九州地方整備局　筑後川河川事務所,"大成ジオテック
(株)パスコ
アジア航測(株)","H22.11.3
H23.3.10",,
佐賀県,"基山町,鳥栖市,",固定資産,"カラー撮影,同時調整,ディジタルオルソ","地上画素寸法12cm,,1000,,1000","40.76KM2,40.76KM2,22.12KM2",助言H23.2.24I0336佐賀県　　基山町,(株)パスコ,"H23.2.24
H23.3.31",,
佐賀県,"武雄市,",都市計画,"数値図化,編集,数値図化,編集","2500,,5000,,5000,,10000","98.8KM2,98.8KM2,96.6KM2,195.4KM2",助言H22.9.30106佐賀県　　武雄市,朝日航洋(株),"H22.9.3
H23.8.31",,
佐賀県,"鹿島市,",土地改良（県営中山間地域総合整備事業一本松・大宮田尾地区）,"基準点,基準点,基準点","２級,,３級,,４級","4point,6point,39point",助言H22.10.70154佐賀県鹿島農林事務所,"佐賀県土地改良事業団体
連合会","H22.10.7
H23.3.17",,
佐賀県,"鹿島市,",土地改良（県営中山間地域総合整備事業龍宿浦・嘉瀬ノ浦地区）,"基準点,基準点,基準点","２級,,３級,,４級","3point,5point,41point",助言H22.10.70153佐賀県鹿島農林事務所,"佐賀県土地改良事業団体
連合会","H22.10.7
H23.3.17",,
佐賀県,"武雄市,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法1000,,,,1000","195.4KM2,581point,195.4KM2",助言H22.11.100210佐賀県　　武雄市,朝日航洋(株),"H22.11.4
H23.3.31",,
佐賀県,"佐賀市,武雄市,鹿島市,小城市,嬉野市,神埼市,大町町,江北町,白石町,",地盤変動調査,水準,１級,172km,助言H23.1.60269佐賀県,"国際技術コンサルタント株
式会社","H23.1.6
H23.3.31",,
佐賀県,"佐賀市,",土地区画整理,その他,1/500画地出来形確認測量原図,1.2KM2,助言H23.1.70274兵庫北土地区画整理組合,福岡土地区画整理（株）,"H23.1.11
H23.12.20",,
佐賀県,"嬉野市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5KM2,5KM2",助言H23.1.210290佐賀県　鹿島土木事務所,"(株)パスコ
応用地質(株)
大日本コンサルタント(株)
(株)ダイヤコンサルタント","H23.1.20
H23.3.15",,
佐賀県,"武雄市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","3.8KM2,3.8KM2",助言H23.2.30306佐賀県武雄土木事務所,(株)ダイヤコンサルタント,"H23.2.1
H23.12.28",,
佐賀県,"唐津市,",道路台帳,"数値撮影,同時調整,数値図化,既成図数値化","9000,,1000,,1000,,1000","487KM2,2,469point,1407.71km,1239.74km",助言H23.2.70315佐賀県　　唐津市,国際航業(株),"H22.12.17
H23.3.31",,
佐賀県,"武雄市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","3.1KM2,3.1KM2",助言H23.3.30342佐賀県武雄土木事務所,(株)建設技術研究所,"H23.2.1
H23.12.28",,
長崎県,"平戸市,",道路計画,基準点,２級,2point,助言H22.4.27I0009長崎県県北振興局,豊福設計株式会社,"H22.5.6
H22.6.6",,
長崎県,"雲仙市,",道路台帳,基準点,３級,1point,助言H22.4.30I0010長崎河川国道事務所,扇精光(株),"H22.5.6
H22.6.5",,
長崎県県境佐賀県,"平戸市,松浦市,佐世保市,波佐見町,川棚町,県境嬉野市,",砂防計画,"航空レーザ,航空レーザ,航空レーザ","航空レーザ計測,,グラウンドデータ作成,,グリッドデータ作成（1m5m）","1000KM2,1000KM2,1000KM2,",助言H22.5.17I0020九州地方整備局　雲仙復興事務所,(株)パスコ,"H22.5.7
H22.8.10",,
長崎県,"長崎市,",道路台帳,"基準点,水準","２級121k900移転,,３級121k900移転","1point,1point",助言H22.6.21I0042九州地方整備局　長崎河川国道事務所,扇精光(株),"H22.6.14
H22.7.31",,
長崎県,"島原市,",地盤変動調査,"航空レーザ,航空レーザ,航空レーザ,水準","航空レーザ計測,,グラウンドデータ作成,,グリッドデータ作成（1m及び5m）,,４級","15KM2,15KM2,15KM2,4.5km",助言H22.7.23I0059九州地方整備局　雲仙復興事務所,(株)パスコ,"H22.7.20
H22.8.10",,
長崎県,"諫早市,",地域水田農業支援排水対策特別事業,"基準点,基準点","１級,,２級","4point,12point",助言H22.8.20I0088長崎県県央振興局,株式会社　成南測量設計,"H22.8.20
H22.10.3",,
